age,income,engagement_score,visits_per_month,time_on_site,interaction_rate,location,device_type,membership,target
34.0,56993.0,28.43,3.0,11.65,0.99,Urban,Mobile,Platinum,yes
49.0,94099.0,100.0,2.0,18.72,0.02,Rural,Mobile,Free,yes
36.0,90911.0,55.38,3.0,2.12,0.45,Urban,Mobile,Free,no
20.0,53701.0,43.26,3.0,8.57,0.61,Suburban,Mobile,Gold,no
18.0,42723.0,46.36,6.0,1.8,0.22,Suburban,Mobile,Gold,yes
18.0,115643.0,28.65,7.0,4.17,1.0,Suburban,Mobile,Silver,no
29.0,20000.0,34.67,6.0,0.5,0.0,Suburban,Desktop,Free,no
46.0,121208.0,100.0,8.0,22.01,0.22,Urban,Mobile,Platinum,yes
24.0,76149.0,80.67,4.0,12.08,0.19,Suburban,Desktop,Silver,no
24.0,20000.0,59.49,5.0,0.5,0.0,Urban,Desktop,Free,no
44.0,86162.0,43.73,1.0,1.35,0.57,Urban,Desktop,Free,no
37.0,112851.0,100.0,7.0,22.28,0.15,Urban,Tablet,Platinum,yes
24.0,79877.0,33.93,5.0,0.5,0.73,Urban,Mobile,Silver,no
18.0,43159.0,67.7,4.0,6.81,0.0,Urban,Mobile,Silver,no
18.0,36422.0,55.71,5.0,0.5,0.0,Suburban,Mobile,Gold,yes
38.0,21495.0,0.0,4.0,10.1,1.0,Suburban,Desktop,Free,yes
18.0,120694.0,44.57,5.0,4.35,1.0,Urban,Desktop,Free,no
18.0,119523.0,36.34,6.0,6.73,1.0,Rural,Tablet,Gold,no
20.0,57312.0,60.2,3.0,12.84,0.45,Rural,Tablet,Free,no
20.0,20000.0,57.75,3.0,0.5,0.0,Suburban,Mobile,Free,no
21.0,20000.0,0.0,6.0,0.5,1.0,Urban,Mobile,Silver,yes
24.0,54594.0,74.06,5.0,6.2,0.0,Suburban,Mobile,Free,no
34.0,20000.0,36.71,-0.0,0.5,0.0,Rural,Mobile,Silver,no
18.0,161298.0,26.24,3.0,11.71,1.0,Urban,Mobile,Silver,no
57.0,60642.0,80.31,4.0,6.17,0.0,Suburban,Desktop,Silver,no
27.0,20000.0,0.0,2.0,10.12,1.0,Urban,Mobile,Gold,yes
29.0,93829.0,18.65,8.0,3.21,1.0,Urban,Desktop,Gold,no
19.0,63235.0,78.92,3.0,10.81,0.07,Urban,Mobile,Free,no
23.0,94500.0,100.0,5.0,12.98,0.0,Suburban,Mobile,Free,no
24.0,63029.0,41.81,5.0,5.67,0.62,Suburban,Desktop,Silver,yes
18.0,28527.0,36.03,7.0,9.83,0.59,Urban,Mobile,Platinum,yes
18.0,20000.0,8.95,4.0,14.03,1.0,Rural,Desktop,Free,yes
31.0,20000.0,43.28,5.0,0.5,0.0,Urban,Desktop,Gold,no
63.0,78122.0,84.1,6.0,11.96,0.0,Urban,Mobile,Free,yes
18.0,57774.0,77.11,9.0,10.8,0.14,Urban,Mobile,Free,no
49.0,32277.0,0.0,6.0,9.87,1.0,Suburban,Mobile,Platinum,yes
40.0,23141.0,27.9,3.0,2.22,0.31,Suburban,Mobile,Free,no
18.0,79685.0,25.17,6.0,0.5,0.94,Urban,Mobile,Silver,no
41.0,131762.0,85.47,5.0,12.79,0.6,Urban,Desktop,Free,yes
18.0,143666.0,52.32,4.0,5.69,1.0,Urban,Mobile,Gold,no
18.0,20000.0,0.0,3.0,6.5,0.92,Rural,Desktop,Free,yes
27.0,148405.0,71.54,2.0,8.42,0.96,Suburban,Mobile,Silver,yes
18.0,30962.0,42.33,5.0,4.4,0.27,Urban,Mobile,Gold,no
19.0,20000.0,15.02,6.0,2.21,0.42,Urban,Mobile,Free,no
18.0,110094.0,55.66,3.0,0.5,0.64,Urban,Mobile,Gold,no
18.0,76935.0,12.22,3.0,0.5,1.0,Rural,Mobile,Free,no
18.0,20000.0,0.0,4.0,0.5,0.42,Suburban,Mobile,Free,yes
69.0,92186.0,100.0,5.0,19.65,0.0,Urban,Tablet,Silver,yes
28.0,63508.0,86.32,4.0,8.21,0.0,Suburban,Desktop,Free,no
40.0,131110.0,100.0,-0.0,23.03,0.33,Suburban,Mobile,Platinum,yes
18.0,132689.0,48.74,4.0,7.66,1.0,Rural,Desktop,Silver,no
27.0,129104.0,69.13,5.0,5.33,0.71,Suburban,Desktop,Free,no
26.0,20000.0,0.0,6.0,2.72,1.0,Suburban,Desktop,Free,yes
31.0,93723.0,100.0,5.0,8.58,0.0,Rural,Desktop,Free,no
57.0,106538.0,100.0,2.0,23.98,0.0,Urban,Mobile,Free,yes
23.0,138838.0,39.42,9.0,9.88,1.0,Suburban,Mobile,Free,no
29.0,43373.0,54.58,5.0,6.05,0.16,Suburban,Desktop,Free,no
33.0,20091.0,0.0,4.0,6.27,1.0,Suburban,Tablet,Platinum,yes
22.0,51285.0,70.58,4.0,4.7,0.0,Suburban,Mobile,Free,no
18.0,20000.0,0.0,6.0,3.42,0.94,Urban,Mobile,Free,yes
27.0,112894.0,41.77,3.0,9.0,1.0,Suburban,Desktop,Free,no
22.0,88193.0,36.74,2.0,3.88,0.92,Suburban,Mobile,Free,no
18.0,113033.0,34.52,8.0,2.27,1.0,Urban,Tablet,Gold,no
62.0,63070.0,85.95,6.0,12.13,0.0,Urban,Mobile,Platinum,yes
47.0,84706.0,36.95,5.0,3.04,0.74,Rural,Mobile,Free,no
23.0,110629.0,27.58,4.0,4.2,1.0,Urban,Mobile,Silver,no
40.0,62406.0,12.79,6.0,9.79,1.0,Suburban,Mobile,Platinum,yes
18.0,36031.0,78.06,1.0,5.15,0.0,Urban,Mobile,Free,no
70.0,59318.0,95.17,4.0,15.06,0.0,Suburban,Mobile,Silver,yes
39.0,88808.0,39.2,7.0,4.37,0.82,Suburban,Mobile,Free,no
25.0,122627.0,37.1,5.0,8.56,1.0,Urban,Tablet,Silver,no
35.0,44658.0,38.14,1.0,0.5,0.15,Suburban,Mobile,Gold,no
18.0,30766.0,20.75,5.0,7.38,0.8,Urban,Mobile,Free,yes
43.0,71420.0,58.0,7.0,2.88,0.2,Suburban,Desktop,Free,yes
35.0,77678.0,33.14,2.0,0.5,0.67,Urban,Desktop,Silver,no
18.0,20000.0,2.82,4.0,1.72,0.82,Rural,Mobile,Silver,yes
18.0,138716.0,28.4,7.0,6.81,1.0,Suburban,Mobile,Free,no
34.0,71543.0,49.45,4.0,0.5,0.25,Rural,Mobile,Free,no
31.0,117204.0,40.77,1.0,6.66,1.0,Suburban,Desktop,Gold,no
19.0,96202.0,29.2,1.0,3.4,1.0,Rural,Desktop,Free,no
38.0,37005.0,59.81,7.0,4.09,0.0,Urban,Mobile,Free,no
25.0,137600.0,85.84,7.0,12.86,0.73,Suburban,Mobile,Silver,yes
18.0,20000.0,0.0,4.0,0.5,0.12,Urban,Desktop,Free,no
18.0,20000.0,0.0,7.0,4.77,0.99,Suburban,Desktop,Free,no
30.0,26855.0,15.33,8.0,7.26,0.81,Urban,Tablet,Free,no
18.0,20000.0,0.0,6.0,0.5,0.28,Suburban,Mobile,Platinum,no
48.0,20000.0,39.45,4.0,0.5,0.0,Urban,Desktop,Free,no
36.0,20000.0,52.08,7.0,0.5,0.0,Suburban,Mobile,Silver,no
21.0,34912.0,51.43,4.0,5.2,0.14,Urban,Mobile,Free,no
30.0,75494.0,67.15,3.0,5.73,0.21,Urban,Tablet,Free,yes
28.0,20000.0,6.58,3.0,0.5,0.11,Suburban,Tablet,Free,no
18.0,20000.0,0.0,5.0,0.5,0.69,Urban,Tablet,Silver,yes
34.0,45050.0,72.78,4.0,1.85,0.0,Suburban,Mobile,Silver,no
22.0,54681.0,31.06,6.0,12.86,1.0,Urban,Tablet,Free,no
28.0,101137.0,39.37,3.0,4.12,0.98,Suburban,Desktop,Silver,no
18.0,66246.0,72.99,4.0,12.98,0.34,Suburban,Desktop,Gold,no
42.0,81363.0,41.0,5.0,3.8,0.68,Suburban,Mobile,Silver,no
19.0,42268.0,49.37,5.0,8.03,0.36,Rural,Mobile,Silver,no
18.0,49580.0,44.55,4.0,11.58,0.7,Urban,Desktop,Free,no
18.0,51111.0,66.64,7.0,9.51,0.18,Suburban,Mobile,Gold,no
60.0,141623.0,18.06,5.0,0.5,1.0,Suburban,Desktop,Free,yes
31.0,81512.0,47.5,8.0,0.5,0.36,Rural,Desktop,Silver,no
19.0,21784.0,48.07,4.0,3.06,0.01,Suburban,Mobile,Free,no
27.0,20000.0,0.0,6.0,2.34,1.0,Suburban,Desktop,Gold,yes
32.0,20000.0,0.0,4.0,8.39,1.0,Urban,Mobile,Free,yes
33.0,25804.0,80.41,2.0,0.5,0.0,Rural,Mobile,Gold,no
65.0,89358.0,100.0,4.0,25.76,0.0,Suburban,Tablet,Silver,yes
33.0,20000.0,33.84,6.0,0.5,0.0,Suburban,Mobile,Free,no
18.0,101709.0,41.59,7.0,0.62,0.87,Suburban,Mobile,Free,no
18.0,20000.0,45.36,6.0,0.5,0.0,Urban,Mobile,Silver,no
18.0,20000.0,0.0,4.0,0.5,0.87,Urban,Mobile,Silver,yes
26.0,105949.0,87.48,2.0,18.25,0.56,Suburban,Desktop,Free,no
33.0,56602.0,44.15,5.0,10.97,0.65,Rural,Tablet,Free,no
43.0,47359.0,9.35,6.0,0.5,0.36,Suburban,Desktop,Free,yes
18.0,116261.0,55.29,8.0,2.57,0.84,Urban,Mobile,Free,yes
51.0,74083.0,100.0,7.0,36.11,0.0,Rural,Desktop,Platinum,yes
32.0,108511.0,23.88,8.0,10.45,1.0,Rural,Mobile,Silver,no
18.0,20000.0,25.32,7.0,2.67,0.38,Urban,Desktop,Silver,no
52.0,81881.0,100.0,6.0,26.34,0.0,Urban,Desktop,Free,yes
31.0,20000.0,53.73,5.0,0.5,0.0,Suburban,Mobile,Silver,no
28.0,102541.0,26.43,3.0,6.91,1.0,Suburban,Desktop,Free,no
18.0,20000.0,16.38,1.0,3.62,0.49,Urban,Desktop,Silver,no
39.0,20763.0,0.0,8.0,7.39,1.0,Rural,Desktop,Silver,yes
26.0,94305.0,28.33,3.0,6.48,1.0,Rural,Mobile,Gold,no
33.0,20000.0,0.0,7.0,5.11,1.0,Rural,Mobile,Silver,yes
37.0,29253.0,0.0,7.0,5.99,1.0,Rural,Mobile,Silver,yes
18.0,110202.0,33.61,3.0,3.05,1.0,Rural,Mobile,Gold,no
33.0,86139.0,40.88,3.0,0.66,0.66,Urban,Mobile,Free,no
18.0,85933.0,29.25,5.0,0.5,0.94,Suburban,Tablet,Platinum,no
70.0,89316.0,100.0,5.0,28.97,0.0,Suburban,Mobile,Free,yes
18.0,20000.0,4.65,4.0,1.32,0.55,Rural,Mobile,Platinum,no
18.0,87176.0,33.95,7.0,1.92,0.92,Suburban,Mobile,Free,no
36.0,105926.0,43.98,4.0,2.76,0.85,Suburban,Tablet,Silver,no
27.0,41197.0,24.7,4.0,1.58,0.59,Rural,Mobile,Free,yes
18.0,42569.0,66.94,4.0,4.66,0.0,Rural,Mobile,Gold,no
34.0,125570.0,46.22,4.0,7.7,1.0,Suburban,Mobile,Silver,no
51.0,36148.0,0.0,4.0,19.77,1.0,Suburban,Desktop,Silver,yes
18.0,84104.0,21.37,2.0,1.29,1.0,Suburban,Tablet,Silver,no
27.0,89911.0,31.35,7.0,0.74,0.91,Urban,Mobile,Free,no
37.0,52905.0,17.78,5.0,8.38,1.0,Urban,Desktop,Silver,yes
25.0,90945.0,35.11,4.0,0.5,0.81,Urban,Desktop,Free,no
25.0,125079.0,32.04,1.0,7.39,1.0,Suburban,Mobile,Silver,no
20.0,20000.0,0.0,5.0,0.5,0.58,Suburban,Mobile,Gold,no
31.0,80691.0,39.27,5.0,0.65,0.64,Urban,Mobile,Silver,no
47.0,88828.0,48.08,4.0,0.5,0.44,Urban,Mobile,Free,yes
44.0,58387.0,34.2,4.0,0.5,0.34,Urban,Mobile,Free,no
33.0,81868.0,40.07,6.0,3.6,0.73,Urban,Tablet,Gold,no
30.0,20000.0,0.0,3.0,0.5,0.0,Urban,Mobile,Gold,no
18.0,82973.0,97.74,7.0,15.95,0.1,Urban,Desktop,Silver,no
33.0,64824.0,77.63,9.0,7.16,0.0,Suburban,Tablet,Free,no
33.0,119438.0,50.53,4.0,4.31,0.92,Suburban,Mobile,Silver,no
18.0,20000.0,28.21,6.0,0.5,0.0,Suburban,Desktop,Silver,no
26.0,36935.0,46.43,4.0,7.56,0.32,Urban,Tablet,Gold,no
21.0,51850.0,42.31,6.0,4.44,0.47,Suburban,Mobile,Gold,yes
35.0,20000.0,25.43,3.0,0.5,0.08,Urban,Desktop,Free,no
35.0,76129.0,34.07,5.0,0.59,0.68,Urban,Desktop,Silver,no
18.0,76076.0,41.66,5.0,0.5,0.46,Suburban,Mobile,Free,no
23.0,44282.0,63.57,3.0,6.18,0.02,Suburban,Mobile,Platinum,no
18.0,68586.0,15.18,7.0,0.5,0.91,Urban,Mobile,Free,no
18.0,73806.0,28.85,5.0,0.5,0.75,Urban,Tablet,Free,no
20.0,20000.0,21.42,6.0,3.17,0.46,Suburban,Mobile,Silver,no
30.0,26493.0,32.24,3.0,0.5,0.0,Rural,Desktop,Gold,no
18.0,98640.0,42.61,5.0,1.21,0.86,Suburban,Mobile,Free,no
33.0,20000.0,30.82,6.0,0.5,0.0,Rural,Desktop,Platinum,no
69.0,73048.0,95.56,8.0,15.48,0.0,Rural,Mobile,Free,yes
38.0,26186.0,96.21,4.0,0.5,0.0,Suburban,Mobile,Silver,no
26.0,48271.0,69.76,5.0,6.52,0.0,Rural,Mobile,Silver,no
66.0,54701.0,100.0,4.0,17.11,0.0,Rural,Tablet,Platinum,yes
32.0,51064.0,27.3,7.0,3.64,0.68,Urban,Mobile,Free,yes
42.0,20000.0,62.81,7.0,0.5,0.0,Urban,Desktop,Free,no
33.0,40788.0,33.8,4.0,7.29,0.57,Rural,Tablet,Silver,no
47.0,46631.0,89.02,3.0,1.13,0.0,Suburban,Mobile,Free,no
22.0,23094.0,0.0,6.0,0.5,0.92,Urban,Mobile,Platinum,yes
26.0,24587.0,47.89,8.0,1.43,0.0,Urban,Mobile,Free,no
60.0,92605.0,100.0,7.0,24.2,0.0,Suburban,Mobile,Free,yes
27.0,111930.0,27.33,7.0,4.76,1.0,Rural,Mobile,Free,no
18.0,100020.0,19.48,7.0,3.42,1.0,Suburban,Mobile,Silver,no
27.0,99807.0,100.0,8.0,13.98,0.06,Urban,Desktop,Free,no
28.0,141991.0,54.3,9.0,6.98,1.0,Rural,Desktop,Free,no
18.0,20000.0,15.54,3.0,0.5,0.1,Urban,Mobile,Silver,no
18.0,48576.0,60.11,4.0,10.28,0.32,Suburban,Mobile,Free,no
18.0,105949.0,79.24,6.0,19.55,0.81,Suburban,Desktop,Free,no
47.0,112663.0,41.58,5.0,11.85,1.0,Suburban,Desktop,Free,no
38.0,111596.0,33.63,7.0,6.93,1.0,Urban,Mobile,Free,no
27.0,20000.0,0.0,4.0,2.47,1.0,Suburban,Mobile,Gold,yes
26.0,102952.0,34.11,4.0,1.21,1.0,Urban,Desktop,Gold,no
34.0,20000.0,0.0,6.0,2.97,1.0,Rural,Desktop,Silver,yes
18.0,98430.0,42.06,6.0,0.5,0.82,Urban,Tablet,Silver,no
40.0,20000.0,0.0,5.0,3.59,1.0,Suburban,Mobile,Silver,yes
22.0,73484.0,94.98,5.0,9.49,0.0,Urban,Desktop,Free,no
19.0,56798.0,39.37,4.0,0.5,0.27,Urban,Desktop,Free,no
28.0,117314.0,44.42,6.0,6.11,1.0,Urban,Tablet,Free,no
22.0,26952.0,14.69,6.0,7.64,0.87,Rural,Desktop,Free,yes
28.0,43711.0,50.08,2.0,5.04,0.22,Urban,Mobile,Free,no
27.0,24956.0,29.41,7.0,4.44,0.43,Suburban,Mobile,Free,no
24.0,115913.0,50.61,5.0,4.21,0.92,Rural,Mobile,Free,no
38.0,34236.0,57.41,9.0,2.53,0.0,Urban,Desktop,Free,no
38.0,147497.0,76.09,5.0,10.07,0.87,Rural,Mobile,Silver,yes
24.0,88604.0,38.2,3.0,0.5,0.75,Rural,Mobile,Free,no
30.0,70835.0,46.68,4.0,0.5,0.32,Urban,Tablet,Silver,no
18.0,20000.0,0.0,4.0,0.5,0.87,Rural,Mobile,Silver,no
31.0,53700.0,74.32,4.0,5.69,0.0,Suburban,Desktop,Free,no
25.0,100166.0,25.98,4.0,3.55,1.0,Urban,Mobile,Free,no
35.0,119471.0,37.8,7.0,6.98,1.0,Urban,Mobile,Gold,no
18.0,34343.0,28.96,3.0,6.69,0.65,Suburban,Desktop,Free,no
34.0,68634.0,100.0,5.0,6.37,0.0,Urban,Mobile,Platinum,no
18.0,20000.0,59.7,4.0,3.72,0.0,Suburban,Mobile,Free,no
18.0,84214.0,19.84,5.0,0.5,1.0,Suburban,Mobile,Free,no
21.0,107910.0,46.09,5.0,3.83,0.93,Urban,Mobile,Free,no
18.0,20000.0,4.24,7.0,1.6,0.68,Rural,Tablet,Free,no
30.0,20000.0,0.0,4.0,4.37,1.0,Rural,Desktop,Gold,yes
18.0,60766.0,22.42,6.0,0.5,0.69,Urban,Desktop,Silver,no
32.0,20000.0,52.44,2.0,0.59,0.0,Suburban,Desktop,Free,no
18.0,25644.0,42.84,3.0,6.28,0.29,Suburban,Mobile,Gold,no
18.0,20000.0,25.57,6.0,1.13,0.16,Urban,Mobile,Free,no
37.0,20000.0,13.6,6.0,0.5,0.0,Suburban,Desktop,Silver,no
43.0,109986.0,72.73,1.0,8.44,0.48,Suburban,Desktop,Free,yes
30.0,40697.0,75.28,9.0,3.13,0.0,Suburban,Mobile,Gold,no
18.0,34831.0,43.04,9.0,9.31,0.52,Suburban,Desktop,Free,no
18.0,82917.0,59.37,5.0,16.56,0.91,Suburban,Mobile,Gold,no
24.0,20000.0,0.0,3.0,0.5,0.26,Suburban,Mobile,Free,no
33.0,103998.0,44.21,3.0,4.93,0.91,Urban,Desktop,Free,no
33.0,35397.0,0.0,6.0,9.42,1.0,Urban,Mobile,Free,yes
18.0,20561.0,27.24,4.0,13.19,0.81,Suburban,Desktop,Silver,yes
33.0,43795.0,68.08,3.0,1.88,0.0,Suburban,Mobile,Free,no
27.0,21703.0,37.71,5.0,1.78,0.14,Suburban,Mobile,Free,no
34.0,20000.0,2.49,5.0,0.5,0.04,Suburban,Mobile,Free,no
69.0,52150.0,90.67,2.0,13.72,0.0,Urban,Mobile,Free,yes
34.0,87260.0,34.61,7.0,2.53,0.85,Suburban,Desktop,Free,no
33.0,25963.0,0.0,7.0,10.4,1.0,Suburban,Mobile,Free,yes
24.0,122267.0,55.5,4.0,4.09,0.88,Urban,Mobile,Gold,no
54.0,94925.0,47.81,7.0,2.77,0.59,Urban,Mobile,Free,no
33.0,130980.0,52.9,6.0,12.07,1.0,Suburban,Desktop,Silver,no
50.0,81828.0,51.78,9.0,1.04,0.33,Urban,Tablet,Silver,yes
18.0,108660.0,58.55,8.0,0.5,0.61,Rural,Tablet,Free,no
21.0,115063.0,56.93,5.0,7.1,0.9,Urban,Mobile,Free,no
18.0,22708.0,41.56,3.0,5.03,0.27,Suburban,Desktop,Free,no
40.0,47756.0,75.66,7.0,2.29,0.0,Urban,Mobile,Free,no
19.0,119551.0,41.52,6.0,4.79,1.0,Suburban,Tablet,Free,no
29.0,20404.0,28.69,5.0,1.13,0.27,Urban,Mobile,Gold,no
32.0,20000.0,44.86,3.0,1.8,0.0,Suburban,Mobile,Silver,no
22.0,93760.0,34.8,7.0,2.86,0.98,Suburban,Mobile,Silver,no
23.0,74848.0,100.0,6.0,8.11,0.0,Suburban,Mobile,Silver,no
18.0,20000.0,14.0,4.0,10.34,0.92,Urban,Mobile,Free,yes
30.0,49324.0,18.85,4.0,6.63,0.94,Rural,Mobile,Free,yes
20.0,20000.0,0.0,5.0,0.5,0.58,Urban,Mobile,Free,yes
27.0,124381.0,60.03,6.0,7.02,0.9,Urban,Mobile,Free,no
18.0,101710.0,33.01,4.0,0.5,1.0,Rural,Mobile,Gold,no
18.0,20000.0,0.0,4.0,0.5,0.34,Suburban,Desktop,Free,no
18.0,87790.0,31.53,3.0,0.5,0.84,Urban,Desktop,Platinum,no
24.0,62636.0,63.33,1.0,10.43,0.34,Suburban,Mobile,Free,no
23.0,97653.0,36.13,2.0,1.92,0.95,Urban,Tablet,Free,no
18.0,66946.0,68.28,6.0,13.38,0.46,Rural,Mobile,Free,no
18.0,43873.0,46.41,2.0,8.34,0.46,Rural,Mobile,Free,no
44.0,57012.0,40.38,4.0,0.5,0.29,Rural,Desktop,Silver,no
27.0,42168.0,64.89,5.0,3.49,0.0,Urban,Mobile,Free,no
52.0,89383.0,84.13,6.0,11.94,0.13,Suburban,Desktop,Free,yes
36.0,72149.0,37.59,4.0,0.5,0.5,Suburban,Desktop,Gold,no
18.0,20000.0,7.79,5.0,0.5,0.68,Urban,Mobile,Free,yes
18.0,104906.0,14.21,3.0,8.96,1.0,Urban,Tablet,Gold,no
32.0,74271.0,45.09,3.0,0.5,0.31,Urban,Mobile,Silver,no
70.0,98229.0,100.0,3.0,24.66,0.0,Rural,Tablet,Silver,yes
18.0,86386.0,51.82,5.0,0.5,0.41,Suburban,Desktop,Free,no
70.0,47161.0,45.53,7.0,0.5,0.0,Rural,Mobile,Free,yes
24.0,110445.0,56.46,5.0,3.17,0.71,Rural,Mobile,Free,no
18.0,105345.0,33.31,5.0,3.7,1.0,Rural,Mobile,Gold,no
18.0,20000.0,27.56,3.0,2.42,0.25,Urban,Mobile,Silver,no
26.0,65984.0,73.04,8.0,9.15,0.13,Urban,Mobile,Silver,no
34.0,106337.0,48.54,4.0,6.36,0.9,Urban,Desktop,Silver,no
70.0,63177.0,100.0,6.0,25.47,0.0,Suburban,Mobile,Silver,yes
18.0,129560.0,16.93,5.0,10.07,1.0,Urban,Desktop,Free,no
35.0,93768.0,40.08,6.0,1.92,0.78,Urban,Mobile,Silver,no
39.0,55378.0,13.2,5.0,5.33,1.0,Suburban,Mobile,Silver,yes
31.0,134724.0,42.04,5.0,11.81,1.0,Rural,Tablet,Gold,no
20.0,20000.0,0.0,5.0,0.5,0.32,Suburban,Mobile,Free,no
31.0,20000.0,0.0,6.0,0.5,1.0,Suburban,Mobile,Free,yes
36.0,117037.0,100.0,2.0,11.19,0.0,Suburban,Mobile,Silver,no
18.0,20000.0,29.97,5.0,7.18,0.4,Suburban,Desktop,Silver,yes
22.0,20000.0,0.49,5.0,3.84,0.87,Rural,Mobile,Free,no
18.0,107551.0,51.56,8.0,0.5,0.73,Suburban,Mobile,Silver,yes
51.0,142388.0,82.03,6.0,12.0,0.71,Urban,Tablet,Free,yes
18.0,20000.0,19.18,6.0,0.5,0.0,Suburban,Tablet,Free,no
70.0,94561.0,100.0,4.0,31.91,0.0,Urban,Desktop,Silver,yes
24.0,20000.0,9.32,6.0,0.5,0.0,Rural,Mobile,Free,no
28.0,20000.0,35.44,7.0,0.5,0.0,Rural,Mobile,Free,no
18.0,107661.0,15.31,4.0,2.37,1.0,Suburban,Mobile,Silver,no
70.0,58605.0,100.0,2.0,16.87,0.0,Urban,Desktop,Free,yes
18.0,117049.0,25.1,7.0,8.12,1.0,Rural,Desktop,Silver,no
22.0,20000.0,55.57,3.0,2.74,0.0,Urban,Desktop,Silver,no
28.0,20000.0,22.07,7.0,0.68,0.26,Suburban,Mobile,Free,no
24.0,27258.0,54.9,4.0,5.09,0.0,Urban,Mobile,Silver,no
31.0,20000.0,75.15,0.0,0.5,0.0,Suburban,Desktop,Silver,no
65.0,84603.0,82.23,2.0,11.12,0.03,Suburban,Mobile,Free,yes
41.0,20000.0,35.54,5.0,0.5,0.0,Suburban,Mobile,Free,no
28.0,100327.0,45.51,4.0,4.13,0.85,Rural,Mobile,Free,no
64.0,62947.0,81.63,6.0,10.59,0.0,Urban,Desktop,Silver,yes
25.0,36431.0,52.02,7.0,5.49,0.14,Urban,Mobile,Silver,no
26.0,20000.0,5.36,4.0,1.45,0.57,Rural,Mobile,Free,no
20.0,26460.0,6.05,6.0,6.39,1.0,Rural,Desktop,Free,yes
24.0,118691.0,37.85,2.0,7.13,1.0,Rural,Mobile,Platinum,no
34.0,105216.0,28.12,7.0,6.87,1.0,Urban,Mobile,Free,no
29.0,59553.0,53.67,5.0,9.03,0.44,Rural,Desktop,Gold,no
51.0,25687.0,0.0,3.0,19.25,1.0,Urban,Desktop,Free,no
63.0,71767.0,98.88,10.0,16.65,0.0,Rural,Mobile,Free,yes
38.0,68847.0,39.44,6.0,0.5,0.48,Suburban,Desktop,Silver,no
18.0,91971.0,35.46,5.0,0.5,0.85,Suburban,Mobile,Gold,no
18.0,53796.0,50.82,6.0,11.16,0.58,Suburban,Mobile,Free,no
18.0,135910.0,43.68,7.0,5.66,1.0,Suburban,Mobile,Gold,yes
41.0,85310.0,16.26,5.0,4.88,1.0,Urban,Tablet,Gold,no
32.0,20000.0,0.0,4.0,6.92,1.0,Urban,Mobile,Silver,yes
39.0,118590.0,39.76,5.0,10.54,1.0,Suburban,Mobile,Silver,no
40.0,98614.0,47.31,2.0,2.52,0.69,Rural,Desktop,Free,no
28.0,20000.0,0.0,3.0,12.46,1.0,Urban,Mobile,Silver,yes
49.0,20000.0,89.86,6.0,0.5,0.0,Rural,Tablet,Free,no
34.0,45303.0,10.4,4.0,6.48,1.0,Rural,Tablet,Free,yes
20.0,79440.0,31.6,9.0,1.31,0.86,Rural,Mobile,Gold,no
18.0,75733.0,78.8,8.0,10.03,0.19,Urban,Mobile,Gold,yes
49.0,106778.0,70.95,4.0,7.9,0.44,Urban,Tablet,Silver,yes
18.0,106742.0,23.5,10.0,3.58,1.0,Urban,Mobile,Free,no
53.0,42092.0,68.74,8.0,5.99,0.0,Urban,Tablet,Platinum,yes
18.0,121017.0,36.9,5.0,8.19,1.0,Urban,Mobile,Silver,no
59.0,49550.0,100.0,6.0,26.52,0.0,Rural,Desktop,Silver,yes
34.0,57538.0,27.63,6.0,1.94,0.67,Suburban,Mobile,Gold,yes
22.0,46852.0,79.12,5.0,7.5,0.0,Suburban,Mobile,Silver,no
24.0,20199.0,9.52,5.0,0.5,0.58,Rural,Mobile,Free,yes
46.0,71851.0,12.59,7.0,0.5,0.85,Suburban,Mobile,Silver,yes
32.0,20000.0,0.0,7.0,1.8,1.0,Rural,Mobile,Free,yes
31.0,91771.0,21.42,4.0,2.67,1.0,Urban,Desktop,Gold,no
28.0,49831.0,18.99,6.0,0.5,0.66,Urban,Mobile,Silver,yes
33.0,100698.0,55.2,9.0,0.8,0.52,Rural,Desktop,Free,no
55.0,44361.0,0.0,2.0,2.07,1.0,Urban,Mobile,Free,yes
38.0,99342.0,32.62,8.0,5.94,1.0,Rural,Mobile,Free,no
41.0,147587.0,100.0,4.0,19.07,0.62,Suburban,Desktop,Gold,yes
29.0,83914.0,36.62,5.0,0.95,0.75,Urban,Mobile,Free,no
52.0,35183.0,78.54,7.0,0.5,0.0,Suburban,Mobile,Silver,no
22.0,53204.0,41.53,6.0,0.5,0.05,Urban,Mobile,Silver,no
40.0,26756.0,61.04,6.0,0.5,0.0,Rural,Mobile,Silver,no
18.0,122520.0,82.26,8.0,11.62,0.63,Suburban,Mobile,Free,yes
39.0,115580.0,37.07,7.0,9.71,1.0,Urban,Desktop,Platinum,no
56.0,92719.0,73.6,4.0,8.4,0.23,Urban,Desktop,Free,yes
18.0,51348.0,45.47,8.0,12.45,0.78,Rural,Mobile,Silver,no
70.0,84034.0,100.0,8.0,21.14,0.0,Urban,Mobile,Silver,yes
41.0,144185.0,100.0,6.0,20.93,0.52,Urban,Desktop,Silver,yes
60.0,89876.0,56.18,6.0,2.65,0.34,Rural,Mobile,Free,yes
23.0,49942.0,65.94,5.0,8.57,0.1,Rural,Mobile,Silver,no
24.0,21389.0,0.0,1.0,0.5,0.81,Suburban,Desktop,Silver,yes
